"","...1","X","Barcode","contig","Region","Type","From","To","Most_smimilar_known_cluster_name","Most_smimilar_known_cluster_type","Similarity_pct","Assembly","kort_navn","Domain","Phylum","Class","Order","Family","Genus","Species","Species_name","duplicate_kort_navn","Species_name_new"
"686",686,1045,50,7,14.1,"NRPS",414718,456952,"meilingmycin","Polyketide",2,"barcode50","(i49)","d__Bacteria","p__Bacillota","c__Bacilli","o__Bacillales","f__DSM-1321","g__Peribacillus","s__Peribacillus frigoritolerans","Peribacillus frigoritolerans",TRUE,"Peribacillus frigoritolerans (i49)"
"687",687,1046,50,7,14.2,"NRPS",649614,709936,"koranimine","NRP",87,"barcode50","(i49)","d__Bacteria","p__Bacillota","c__Bacilli","o__Bacillales","f__DSM-1321","g__Peribacillus","s__Peribacillus frigoritolerans","Peribacillus frigoritolerans",TRUE,"Peribacillus frigoritolerans (i49)"
"688",688,1047,51,1,1.1,"RRE-containing",704314,727391,"Unknown","Unknown",0,"barcode51","(i50)","d__Bacteria","p__Bacillota","c__Bacilli","o__Bacillales","f__Planococcaceae","g__Lysinibacillus","s__","Lysinibacillus (i50)",FALSE,"Lysinibacillus (i50)"
"689",689,1048,51,1,1.2,"terpene",813521,834372,"Unknown","Unknown",0,"barcode51","(i50)","d__Bacteria","p__Bacillota","c__Bacilli","o__Bacillales","f__Planococcaceae","g__Lysinibacillus","s__","Lysinibacillus (i50)",FALSE,"Lysinibacillus (i50)"
"690",690,1049,51,1,1.3,"NRPS",925309,972693,"Unknown","Unknown",0,"barcode51","(i50)","d__Bacteria","p__Bacillota","c__Bacilli","o__Bacillales","f__Planococcaceae","g__Lysinibacillus","s__","Lysinibacillus (i50)",FALSE,"Lysinibacillus (i50)"
"691",691,1050,51,1,1.4,"phosphonate",98867,1005659,"Unknown","Unknown",0,"barcode51","(i50)","d__Bacteria","p__Bacillota","c__Bacilli","o__Bacillales","f__Planococcaceae","g__Lysinibacillus","s__","Lysinibacillus (i50)",FALSE,"Lysinibacillus (i50)"
"692",692,1051,51,1,1.5,"betalactone",1511651,1534877,"Unknown","Unknown",0,"barcode51","(i50)","d__Bacteria","p__Bacillota","c__Bacilli","o__Bacillales","f__Planococcaceae","g__Lysinibacillus","s__","Lysinibacillus (i50)",FALSE,"Lysinibacillus (i50)"
"693",693,1052,51,1,1.6,"NI-siderophore",1717858,1731419,"petrobactin","Other",33,"barcode51","(i50)","d__Bacteria","p__Bacillota","c__Bacilli","o__Bacillales","f__Planococcaceae","g__Lysinibacillus","s__","Lysinibacillus (i50)",FALSE,"Lysinibacillus (i50)"
"694",694,1053,51,1,1.7,"NRPS",2684187,2740053,"bottromycin A2","RiPP:Bottromycin",6,"barcode51","(i50)","d__Bacteria","p__Bacillota","c__Bacilli","o__Bacillales","f__Planococcaceae","g__Lysinibacillus","s__","Lysinibacillus (i50)",FALSE,"Lysinibacillus (i50)"
"695",695,1054,51,1,1.8,"NRPS-like",3517528,3558348,"kijanimicin","Polyketide",4,"barcode51","(i50)","d__Bacteria","p__Bacillota","c__Bacilli","o__Bacillales","f__Planococcaceae","g__Lysinibacillus","s__","Lysinibacillus (i50)",FALSE,"Lysinibacillus (i50)"
"696",696,1055,51,1,1.9,"T3PKS",3685078,3726160,"bacillibactin/bacillibactin E/bacillibactin F","NRP",20,"barcode51","(i50)","d__Bacteria","p__Bacillota","c__Bacilli","o__Bacillales","f__Planococcaceae","g__Lysinibacillus","s__","Lysinibacillus (i50)",FALSE,"Lysinibacillus (i50)"
"697",697,1056,51,1,1.1,"cyclic-lactone-autoinducer,lanthipeptide-class-ii",3914449,3954509,"Unknown","Unknown",0,"barcode51","(i50)","d__Bacteria","p__Bacillota","c__Bacilli","o__Bacillales","f__Planococcaceae","g__Lysinibacillus","s__","Lysinibacillus (i50)",FALSE,"Lysinibacillus (i50)"
"698",698,1057,51,1,1.11,"NRPS,betalactone",4508828,4575772,"fengycin","NRP",46,"barcode51","(i50)","d__Bacteria","p__Bacillota","c__Bacilli","o__Bacillales","f__Planococcaceae","g__Lysinibacillus","s__","Lysinibacillus (i50)",FALSE,"Lysinibacillus (i50)"
"699",699,1058,51,1,1.12,"RiPP-like",5125797,5137944,"Unknown","Unknown",0,"barcode51","(i50)","d__Bacteria","p__Bacillota","c__Bacilli","o__Bacillales","f__Planococcaceae","g__Lysinibacillus","s__","Lysinibacillus (i50)",FALSE,"Lysinibacillus (i50)"
"700",700,1059,53,2,1.1,"arylpolyene",3415,385104,"APE Vf","Other",40,"barcode53","(i52)","d__Bacteria","p__Pseudomonadota","c__Gammaproteobacteria","o__Pseudomonadales","f__Pseudomonadaceae","g__Pseudomonas_E","s__Pseudomonas_E neuropathica","Pseudomonas neuropathica",FALSE,"Pseudomonas neuropathica"
"701",701,1060,53,2,1.2,"NRPS-like",715241,746259,"fragin","NRP",25,"barcode53","(i52)","d__Bacteria","p__Pseudomonadota","c__Gammaproteobacteria","o__Pseudomonadales","f__Pseudomonadaceae","g__Pseudomonas_E","s__Pseudomonas_E neuropathica","Pseudomonas neuropathica",FALSE,"Pseudomonas neuropathica"
"702",702,1061,53,3,2.1,"RiPP-like",644908,654795,"Unknown","Unknown",0,"barcode53","(i52)","d__Bacteria","p__Pseudomonadota","c__Gammaproteobacteria","o__Pseudomonadales","f__Pseudomonadaceae","g__Pseudomonas_E","s__Pseudomonas_E neuropathica","Pseudomonas neuropathica",FALSE,"Pseudomonas neuropathica"
"703",703,1062,53,3,2.2,"NRP-metallophore,NRPS,terpene",1298183,1381955,"Pf-5 pyoverdine","NRP",21,"barcode53","(i52)","d__Bacteria","p__Pseudomonadota","c__Gammaproteobacteria","o__Pseudomonadales","f__Pseudomonadaceae","g__Pseudomonas_E","s__Pseudomonas_E neuropathica","Pseudomonas neuropathica",FALSE,"Pseudomonas neuropathica"
"704",704,1063,53,3,2.3,"RiPP-like",1611623,1621028,"Unknown","Unknown",0,"barcode53","(i52)","d__Bacteria","p__Pseudomonadota","c__Gammaproteobacteria","o__Pseudomonadales","f__Pseudomonadaceae","g__Pseudomonas_E","s__Pseudomonas_E neuropathica","Pseudomonas neuropathica",FALSE,"Pseudomonas neuropathica"
"705",705,1064,53,3,2.4,"RiPP-like",2090136,2102340,"Unknown","Unknown",0,"barcode53","(i52)","d__Bacteria","p__Pseudomonadota","c__Gammaproteobacteria","o__Pseudomonadales","f__Pseudomonadaceae","g__Pseudomonas_E","s__Pseudomonas_E neuropathica","Pseudomonas neuropathica",FALSE,"Pseudomonas neuropathica"
"706",706,1065,53,3,2.5,"NRPS",2839556,2916267,"lokisin","NRP",92,"barcode53","(i52)","d__Bacteria","p__Pseudomonadota","c__Gammaproteobacteria","o__Pseudomonadales","f__Pseudomonadaceae","g__Pseudomonas_E","s__Pseudomonas_E neuropathica","Pseudomonas neuropathica",FALSE,"Pseudomonas neuropathica"
"707",707,1066,53,3,2.6,"betalactone",3224661,3247927,"fengycin","NRP",13,"barcode53","(i52)","d__Bacteria","p__Pseudomonadota","c__Gammaproteobacteria","o__Pseudomonadales","f__Pseudomonadaceae","g__Pseudomonas_E","s__Pseudomonas_E neuropathica","Pseudomonas neuropathica",FALSE,"Pseudomonas neuropathica"
"708",708,1067,53,3,2.7,"NRPS",3540869,3593867,"Pf-5 pyoverdine","NRP",17,"barcode53","(i52)","d__Bacteria","p__Pseudomonadota","c__Gammaproteobacteria","o__Pseudomonadales","f__Pseudomonadaceae","g__Pseudomonas_E","s__Pseudomonas_E neuropathica","Pseudomonas neuropathica",FALSE,"Pseudomonas neuropathica"
"709",709,1068,53,3,2.8,"NAGGN",3730482,3745335,"Unknown","Unknown",0,"barcode53","(i52)","d__Bacteria","p__Pseudomonadota","c__Gammaproteobacteria","o__Pseudomonadales","f__Pseudomonadaceae","g__Pseudomonas_E","s__Pseudomonas_E neuropathica","Pseudomonas neuropathica",FALSE,"Pseudomonas neuropathica"
"710",710,1069,53,4,3.1,"RiPP-like",172204,183049,"Unknown","Unknown",0,"barcode53","(i52)","d__Bacteria","p__Pseudomonadota","c__Gammaproteobacteria","o__Pseudomonadales","f__Pseudomonadaceae","g__Pseudomonas_E","s__Pseudomonas_E neuropathica","Pseudomonas neuropathica",FALSE,"Pseudomonas neuropathica"
"711",711,1070,53,4,3.2,"redox-cofactor",757828,779984,"lankacidin C","NRP+Polyketide",13,"barcode53","(i52)","d__Bacteria","p__Pseudomonadota","c__Gammaproteobacteria","o__Pseudomonadales","f__Pseudomonadaceae","g__Pseudomonas_E","s__Pseudomonas_E neuropathica","Pseudomonas neuropathica",FALSE,"Pseudomonas neuropathica"
"712",712,1071,54,1,1,"thiopeptide",500339,529728,"lipopolysaccharide","Saccharide:Lipopolysaccharide",5,"barcode54","(i53)","d__Bacteria","p__Pseudomonadota","c__Gammaproteobacteria","o__Pseudomonadales","f__Pseudomonadaceae","g__Pseudomonas_E","s__Pseudomonas_E azotoformans_A","Pseudomonas azotoformans_A",TRUE,"Pseudomonas azotoformans_A (i53)"
"713",713,1072,54,1,2,"RiPP-like",1131101,1138557,"Unknown","Unknown",0,"barcode54","(i53)","d__Bacteria","p__Pseudomonadota","c__Gammaproteobacteria","o__Pseudomonadales","f__Pseudomonadaceae","g__Pseudomonas_E","s__Pseudomonas_E azotoformans_A","Pseudomonas azotoformans_A",TRUE,"Pseudomonas azotoformans_A (i53)"
"714",714,1073,54,1,3,"betalactone",1208716,1237042,"fengycin","NRP",13,"barcode54","(i53)","d__Bacteria","p__Pseudomonadota","c__Gammaproteobacteria","o__Pseudomonadales","f__Pseudomonadaceae","g__Pseudomonas_E","s__Pseudomonas_E azotoformans_A","Pseudomonas azotoformans_A",TRUE,"Pseudomonas azotoformans_A (i53)"
"715",715,1074,54,1,4,"NRPS,RiPP-like",1311012,1355712,"tolaasin I/tolaasin F","NRP:Lipopeptide",70,"barcode54","(i53)","d__Bacteria","p__Pseudomonadota","c__Gammaproteobacteria","o__Pseudomonadales","f__Pseudomonadaceae","g__Pseudomonas_E","s__Pseudomonas_E azotoformans_A","Pseudomonas azotoformans_A",TRUE,"Pseudomonas azotoformans_A (i53)"
"716",716,1075,54,1,5,"NAGGN",1635695,1650413,"Unknown","Unknown",0,"barcode54","(i53)","d__Bacteria","p__Pseudomonadota","c__Gammaproteobacteria","o__Pseudomonadales","f__Pseudomonadaceae","g__Pseudomonas_E","s__Pseudomonas_E azotoformans_A","Pseudomonas azotoformans_A",TRUE,"Pseudomonas azotoformans_A (i53)"
"717",717,1076,54,1,6,"NRPS",1688398,1740118,"Pf-5 pyoverdine","NRP",10,"barcode54","(i53)","d__Bacteria","p__Pseudomonadota","c__Gammaproteobacteria","o__Pseudomonadales","f__Pseudomonadaceae","g__Pseudomonas_E","s__Pseudomonas_E azotoformans_A","Pseudomonas azotoformans_A",TRUE,"Pseudomonas azotoformans_A (i53)"
"718",718,1077,54,1,7,"redox-cofactor",3004798,3026945,"lankacidin C","NRP+Polyketide",13,"barcode54","(i53)","d__Bacteria","p__Pseudomonadota","c__Gammaproteobacteria","o__Pseudomonadales","f__Pseudomonadaceae","g__Pseudomonas_E","s__Pseudomonas_E azotoformans_A","Pseudomonas azotoformans_A",TRUE,"Pseudomonas azotoformans_A (i53)"
"719",719,1078,54,1,8,"RiPP-like",3534221,3543554,"Unknown","Unknown",0,"barcode54","(i53)","d__Bacteria","p__Pseudomonadota","c__Gammaproteobacteria","o__Pseudomonadales","f__Pseudomonadaceae","g__Pseudomonas_E","s__Pseudomonas_E azotoformans_A","Pseudomonas azotoformans_A",TRUE,"Pseudomonas azotoformans_A (i53)"
"720",720,1079,54,1,9,"NRPS-like",3698743,3739582,"ambactin","NRP",25,"barcode54","(i53)","d__Bacteria","p__Pseudomonadota","c__Gammaproteobacteria","o__Pseudomonadales","f__Pseudomonadaceae","g__Pseudomonas_E","s__Pseudomonas_E azotoformans_A","Pseudomonas azotoformans_A",TRUE,"Pseudomonas azotoformans_A (i53)"
"721",721,1080,54,1,10,"arylpolyene",4047667,4091242,"APE Vf","Other",40,"barcode54","(i53)","d__Bacteria","p__Pseudomonadota","c__Gammaproteobacteria","o__Pseudomonadales","f__Pseudomonadaceae","g__Pseudomonas_E","s__Pseudomonas_E azotoformans_A","Pseudomonas azotoformans_A",TRUE,"Pseudomonas azotoformans_A (i53)"
"722",722,1081,54,1,11,"terpene",4417556,4438173,"Unknown","Unknown",0,"barcode54","(i53)","d__Bacteria","p__Pseudomonadota","c__Gammaproteobacteria","o__Pseudomonadales","f__Pseudomonadaceae","g__Pseudomonas_E","s__Pseudomonas_E azotoformans_A","Pseudomonas azotoformans_A",TRUE,"Pseudomonas azotoformans_A (i53)"
"723",723,1082,54,1,12,"RiPP-like",5065081,5075959,"Unknown","Unknown",0,"barcode54","(i53)","d__Bacteria","p__Pseudomonadota","c__Gammaproteobacteria","o__Pseudomonadales","f__Pseudomonadaceae","g__Pseudomonas_E","s__Pseudomonas_E azotoformans_A","Pseudomonas azotoformans_A",TRUE,"Pseudomonas azotoformans_A (i53)"
"724",724,1083,54,1,13,"NRP-metallophore,NRPS",6115165,6234199,"pyoverdine SMX-1","NRP",41,"barcode54","(i53)","d__Bacteria","p__Pseudomonadota","c__Gammaproteobacteria","o__Pseudomonadales","f__Pseudomonadaceae","g__Pseudomonas_E","s__Pseudomonas_E azotoformans_A","Pseudomonas azotoformans_A",TRUE,"Pseudomonas azotoformans_A (i53)"
"725",725,1084,55,1,1.1,"T3PKS",475044,516216,"Unknown","Unknown",0,"barcode55","(i54)","d__Bacteria","p__Bacillota","c__Bacilli","o__Staphylococcales","f__Staphylococcaceae","g__Staphylococcus","s__Staphylococcus hominis","Staphylococcus hominis",FALSE,"Staphylococcus hominis"
"726",726,1085,55,1,1.2,"NI-siderophore",796836,81075,"staphyloferrin A","Other:Non-NRP siderophore",75,"barcode55","(i54)","d__Bacteria","p__Bacillota","c__Bacilli","o__Staphylococcales","f__Staphylococcaceae","g__Staphylococcus","s__Staphylococcus hominis","Staphylococcus hominis",FALSE,"Staphylococcus hominis"
"727",727,1086,55,1,1.3,"cyclic-lactone-autoinducer",922048,942757,"Unknown","Unknown",0,"barcode55","(i54)","d__Bacteria","p__Bacillota","c__Bacilli","o__Staphylococcales","f__Staphylococcaceae","g__Staphylococcus","s__Staphylococcus hominis","Staphylococcus hominis",FALSE,"Staphylococcus hominis"
"728",728,1087,56,2,2.1,"phosphonate",1297419,1312849,"Unknown",NA,0,"barcode56","(i55)","d__Bacteria","p__Bacillota","c__Bacilli","o__Bacillales","f__Bacillaceae_C","g__Heyndrickxia","s__Heyndrickxia oleronia","Heyndrickxia oleronia",FALSE,"Heyndrickxia oleronia"
"729",729,1088,56,2,2.2,"terpene",2514797,2535462,"Unknown",NA,0,"barcode56","(i55)","d__Bacteria","p__Bacillota","c__Bacilli","o__Bacillales","f__Bacillaceae_C","g__Heyndrickxia","s__Heyndrickxia oleronia","Heyndrickxia oleronia",FALSE,"Heyndrickxia oleronia"
"730",730,1089,56,2,2.3,"T3PKS",3526389,3567462,"Unknown",NA,0,"barcode56","(i55)","d__Bacteria","p__Bacillota","c__Bacilli","o__Bacillales","f__Bacillaceae_C","g__Heyndrickxia","s__Heyndrickxia oleronia","Heyndrickxia oleronia",FALSE,"Heyndrickxia oleronia"
"731",731,1090,57,1,1,"NRPS-like",170157,211458,"locillomycin/locillomycin B/locillomycin C","NRP+Polyketide",21,"barcode57","(i56)","d__Bacteria","p__Bacillota","c__Bacilli","o__Bacillales","f__Bacillaceae","g__Bacillus","s__Bacillus altitudinis","Bacillus altitudinis",FALSE,"Bacillus altitudinis"
"732",732,1091,57,1,2,"NRPS",340984,422434,"lichenysin","NRP",85,"barcode57","(i56)","d__Bacteria","p__Bacillota","c__Bacilli","o__Bacillales","f__Bacillaceae","g__Bacillus","s__Bacillus altitudinis","Bacillus altitudinis",FALSE,"Bacillus altitudinis"
"733",733,1092,57,1,3,"RRE-containing",89343,914335,"Unknown","Unknown",0,"barcode57","(i56)","d__Bacteria","p__Bacillota","c__Bacilli","o__Bacillales","f__Bacillaceae","g__Bacillus","s__Bacillus altitudinis","Bacillus altitudinis",FALSE,"Bacillus altitudinis"
"734",734,1093,57,1,4,"terpene,NI-siderophore",1063656,1092175,"schizokinen","Other",60,"barcode57","(i56)","d__Bacteria","p__Bacillota","c__Bacilli","o__Bacillales","f__Bacillaceae","g__Bacillus","s__Bacillus altitudinis","Bacillus altitudinis",FALSE,"Bacillus altitudinis"
"735",735,1094,57,1,5,"RiPP-like",1773461,1782226,"Unknown","Unknown",0,"barcode57","(i56)","d__Bacteria","p__Bacillota","c__Bacilli","o__Bacillales","f__Bacillaceae","g__Bacillus","s__Bacillus altitudinis","Bacillus altitudinis",FALSE,"Bacillus altitudinis"
"736",736,1095,57,1,6,"betalactone",1873271,1900151,"fengycin","NRP",53,"barcode57","(i56)","d__Bacteria","p__Bacillota","c__Bacilli","o__Bacillales","f__Bacillaceae","g__Bacillus","s__Bacillus altitudinis","Bacillus altitudinis",FALSE,"Bacillus altitudinis"
"737",737,1096,57,1,7,"terpene",1972910,1994787,"Unknown","Unknown",0,"barcode57","(i56)","d__Bacteria","p__Bacillota","c__Bacilli","o__Bacillales","f__Bacillaceae","g__Bacillus","s__Bacillus altitudinis","Bacillus altitudinis",FALSE,"Bacillus altitudinis"
"738",738,1097,57,1,8,"T3PKS",2032955,2074052,"Unknown","Unknown",0,"barcode57","(i56)","d__Bacteria","p__Bacillota","c__Bacilli","o__Bacillales","f__Bacillaceae","g__Bacillus","s__Bacillus altitudinis","Bacillus altitudinis",FALSE,"Bacillus altitudinis"
"739",739,1098,57,1,9,"RiPP-like",2433598,2442974,"Unknown","Unknown",0,"barcode57","(i56)","d__Bacteria","p__Bacillota","c__Bacilli","o__Bacillales","f__Bacillaceae","g__Bacillus","s__Bacillus altitudinis","Bacillus altitudinis",FALSE,"Bacillus altitudinis"
"740",740,1099,57,1,10,"betalactone",2578020,2610436,"Unknown","Unknown",0,"barcode57","(i56)","d__Bacteria","p__Bacillota","c__Bacilli","o__Bacillales","f__Bacillaceae","g__Bacillus","s__Bacillus altitudinis","Bacillus altitudinis",FALSE,"Bacillus altitudinis"
"741",741,1100,57,1,11,"other",3472226,3513647,"bacilysin","Other",85,"barcode57","(i56)","d__Bacteria","p__Bacillota","c__Bacilli","o__Bacillales","f__Bacillaceae","g__Bacillus","s__Bacillus altitudinis","Bacillus altitudinis",FALSE,"Bacillus altitudinis"
"742",742,1101,57,1,12,"RiPP-like",3682027,3692371,"Unknown","Unknown",0,"barcode57","(i56)","d__Bacteria","p__Bacillota","c__Bacilli","o__Bacillales","f__Bacillaceae","g__Bacillus","s__Bacillus altitudinis","Bacillus altitudinis",FALSE,"Bacillus altitudinis"
"743",743,1102,57,1,13,"NRP-metallophore,NRPS",3759860,3811586,"bacillibactin/bacillibactin E/bacillibactin F","NRP",80,"barcode57","(i56)","d__Bacteria","p__Bacillota","c__Bacilli","o__Bacillales","f__Bacillaceae","g__Bacillus","s__Bacillus altitudinis","Bacillus altitudinis",FALSE,"Bacillus altitudinis"
"744",744,1103,58,138,43.1,"betalactone",12915,35755,"fengycin","NRP",46,"barcode58","(i57)","d__Bacteria","p__Bacillota","c__Bacilli","o__Bacillales","f__DSM-1321","g__Peribacillus","s__Peribacillus frigoritolerans","Peribacillus frigoritolerans",TRUE,"Peribacillus frigoritolerans (i57)"
"745",745,1104,58,141,47.1,"NRPS,NRPS-like",1,23017,"koranimine","NRP",62,"barcode58","(i57)","d__Bacteria","p__Bacillota","c__Bacilli","o__Bacillales","f__DSM-1321","g__Peribacillus","s__Peribacillus frigoritolerans","Peribacillus frigoritolerans",TRUE,"Peribacillus frigoritolerans (i57)"
"746",746,1105,58,147,53.1,"T3PKS",1,30153,"Unknown","Unknown",0,"barcode58","(i57)","d__Bacteria","p__Bacillota","c__Bacilli","o__Bacillales","f__DSM-1321","g__Peribacillus","s__Peribacillus frigoritolerans","Peribacillus frigoritolerans",TRUE,"Peribacillus frigoritolerans (i57)"
"747",747,1106,58,160,68.1,"terpene",11056,23647,"Unknown","Unknown",0,"barcode58","(i57)","d__Bacteria","p__Bacillota","c__Bacilli","o__Bacillales","f__DSM-1321","g__Peribacillus","s__Peribacillus frigoritolerans","Peribacillus frigoritolerans",TRUE,"Peribacillus frigoritolerans (i57)"
"748",748,1107,58,203,116.1,"terpene",48013,68828,"Unknown","Unknown",0,"barcode58","(i57)","d__Bacteria","p__Bacillota","c__Bacilli","o__Bacillales","f__DSM-1321","g__Peribacillus","s__Peribacillus frigoritolerans","Peribacillus frigoritolerans",TRUE,"Peribacillus frigoritolerans (i57)"
"749",749,1108,58,204,117.1,"NI-siderophore",180762,196274,"schizokinen","Other",60,"barcode58","(i57)","d__Bacteria","p__Bacillota","c__Bacilli","o__Bacillales","f__DSM-1321","g__Peribacillus","s__Peribacillus frigoritolerans","Peribacillus frigoritolerans",TRUE,"Peribacillus frigoritolerans (i57)"
"750",750,1109,58,34,132.1,"lassopeptide",1,14236,"paeninodin","RiPP",80,"barcode58","(i57)","d__Bacteria","p__Bacillota","c__Bacilli","o__Bacillales","f__DSM-1321","g__Peribacillus","s__Peribacillus frigoritolerans","Peribacillus frigoritolerans",TRUE,"Peribacillus frigoritolerans (i57)"
"751",751,1110,58,40,137.1,"lassopeptide",70167,90442,"Unknown","Unknown",0,"barcode58","(i57)","d__Bacteria","p__Bacillota","c__Bacilli","o__Bacillales","f__DSM-1321","g__Peribacillus","s__Peribacillus frigoritolerans","Peribacillus frigoritolerans",TRUE,"Peribacillus frigoritolerans (i57)"
"752",752,1111,58,76,175.1,"LAP",10139,33674,"Unknown","Unknown",0,"barcode58","(i57)","d__Bacteria","p__Bacillota","c__Bacilli","o__Bacillales","f__DSM-1321","g__Peribacillus","s__Peribacillus frigoritolerans","Peribacillus frigoritolerans",TRUE,"Peribacillus frigoritolerans (i57)"
"753",753,1112,59,1,1,"NRPS",249545,331458,"lichenysin","NRP",85,"barcode59","(i58)","d__Bacteria","p__Bacillota","c__Bacilli","o__Bacillales","f__Bacillaceae","g__Bacillus","s__Bacillus pumilus","Bacillus pumilus",TRUE,"Bacillus pumilus (i58)"
"754",754,1113,59,1,2,"NRPS,T1PKS",553885,63484,"zwittermicin A","NRP+Polyketide",18,"barcode59","(i58)","d__Bacteria","p__Bacillota","c__Bacilli","o__Bacillales","f__Bacillaceae","g__Bacillus","s__Bacillus pumilus","Bacillus pumilus",TRUE,"Bacillus pumilus (i58)"
"755",755,1114,59,1,3,"RRE-containing",826227,847132,"Unknown","Unknown",0,"barcode59","(i58)","d__Bacteria","p__Bacillota","c__Bacilli","o__Bacillales","f__Bacillaceae","g__Bacillus","s__Bacillus pumilus","Bacillus pumilus",TRUE,"Bacillus pumilus (i58)"
"756",756,1115,59,1,4,"terpene,NI-siderophore",99416,1022777,"schizokinen","Other",60,"barcode59","(i58)","d__Bacteria","p__Bacillota","c__Bacilli","o__Bacillales","f__Bacillaceae","g__Bacillus","s__Bacillus pumilus","Bacillus pumilus",TRUE,"Bacillus pumilus (i58)"
"757",757,1116,59,1,5,"betalactone",1733659,1760490,"fengycin","NRP",53,"barcode59","(i58)","d__Bacteria","p__Bacillota","c__Bacilli","o__Bacillales","f__Bacillaceae","g__Bacillus","s__Bacillus pumilus","Bacillus pumilus",TRUE,"Bacillus pumilus (i58)"
"758",758,1117,59,1,6,"terpene",1820159,1842033,"Unknown","Unknown",0,"barcode59","(i58)","d__Bacteria","p__Bacillota","c__Bacilli","o__Bacillales","f__Bacillaceae","g__Bacillus","s__Bacillus pumilus","Bacillus pumilus",TRUE,"Bacillus pumilus (i58)"
"759",759,1118,59,1,7,"T3PKS",1880254,1921354,"Unknown","Unknown",0,"barcode59","(i58)","d__Bacteria","p__Bacillota","c__Bacilli","o__Bacillales","f__Bacillaceae","g__Bacillus","s__Bacillus pumilus","Bacillus pumilus",TRUE,"Bacillus pumilus (i58)"
"760",760,1119,59,1,8,"betalactone",2376981,2409295,"Unknown","Unknown",0,"barcode59","(i58)","d__Bacteria","p__Bacillota","c__Bacilli","o__Bacillales","f__Bacillaceae","g__Bacillus","s__Bacillus pumilus","Bacillus pumilus",TRUE,"Bacillus pumilus (i58)"
"761",761,1120,59,1,9,"RiPP-like",3272577,3281804,"Unknown","Unknown",0,"barcode59","(i58)","d__Bacteria","p__Bacillota","c__Bacilli","o__Bacillales","f__Bacillaceae","g__Bacillus","s__Bacillus pumilus","Bacillus pumilus",TRUE,"Bacillus pumilus (i58)"
"762",762,1121,59,1,10,"other",3314088,3355509,"bacilysin","Other",85,"barcode59","(i58)","d__Bacteria","p__Bacillota","c__Bacilli","o__Bacillales","f__Bacillaceae","g__Bacillus","s__Bacillus pumilus","Bacillus pumilus",TRUE,"Bacillus pumilus (i58)"
"763",763,1122,59,1,11,"RiPP-like",3526218,3536562,"Unknown","Unknown",0,"barcode59","(i58)","d__Bacteria","p__Bacillota","c__Bacilli","o__Bacillales","f__Bacillaceae","g__Bacillus","s__Bacillus pumilus","Bacillus pumilus",TRUE,"Bacillus pumilus (i58)"
"764",764,1123,60,4,3.1,"NRPS,betalactone",150088,229932,"fengycin","NRP",46,"barcode60","(i59)","d__Bacteria","p__Bacillota","c__Bacilli","o__Bacillales","f__DSM-1321","g__Peribacillus","s__Peribacillus simplex_A","Peribacillus simplex_A",FALSE,"Peribacillus simplex_A"
"765",765,1124,60,4,3.2,"cyclic-lactone-autoinducer",23975,260382,"Unknown","Unknown",0,"barcode60","(i59)","d__Bacteria","p__Bacillota","c__Bacilli","o__Bacillales","f__DSM-1321","g__Peribacillus","s__Peribacillus simplex_A","Peribacillus simplex_A",FALSE,"Peribacillus simplex_A"
"766",766,1125,60,4,3.3,"T3PKS",1036074,1077162,"Unknown","Unknown",0,"barcode60","(i59)","d__Bacteria","p__Bacillota","c__Bacilli","o__Bacillales","f__DSM-1321","g__Peribacillus","s__Peribacillus simplex_A","Peribacillus simplex_A",FALSE,"Peribacillus simplex_A"
"767",767,1126,60,4,3.4,"terpene",1214420,1234248,"Unknown","Unknown",0,"barcode60","(i59)","d__Bacteria","p__Bacillota","c__Bacilli","o__Bacillales","f__DSM-1321","g__Peribacillus","s__Peribacillus simplex_A","Peribacillus simplex_A",FALSE,"Peribacillus simplex_A"
"768",768,1127,60,4,3.5,"lassopeptide",1440246,1464216,"paeninodin","RiPP",100,"barcode60","(i59)","d__Bacteria","p__Bacillota","c__Bacilli","o__Bacillales","f__DSM-1321","g__Peribacillus","s__Peribacillus simplex_A","Peribacillus simplex_A",FALSE,"Peribacillus simplex_A"
"769",769,1128,60,4,3.6,"LAP",2120623,2144161,"Unknown","Unknown",0,"barcode60","(i59)","d__Bacteria","p__Bacillota","c__Bacilli","o__Bacillales","f__DSM-1321","g__Peribacillus","s__Peribacillus simplex_A","Peribacillus simplex_A",FALSE,"Peribacillus simplex_A"
"770",770,1129,60,4,3.7,"terpene",2691179,2713140,"cittilin A/cittilin B","RiPP",7,"barcode60","(i59)","d__Bacteria","p__Bacillota","c__Bacilli","o__Bacillales","f__DSM-1321","g__Peribacillus","s__Peribacillus simplex_A","Peribacillus simplex_A",FALSE,"Peribacillus simplex_A"
"771",771,1130,60,4,3.8,"NI-siderophore",3029429,3044942,"schizokinen","Other",75,"barcode60","(i59)","d__Bacteria","p__Bacillota","c__Bacilli","o__Bacillales","f__DSM-1321","g__Peribacillus","s__Peribacillus simplex_A","Peribacillus simplex_A",FALSE,"Peribacillus simplex_A"
"772",772,1131,60,5,4.1,"NRPS",26841,87148,"koranimine","NRP",87,"barcode60","(i59)","d__Bacteria","p__Bacillota","c__Bacilli","o__Bacillales","f__DSM-1321","g__Peribacillus","s__Peribacillus simplex_A","Peribacillus simplex_A",FALSE,"Peribacillus simplex_A"
